值域代码,值域名称,代码,名称,说明
GB/T 8561-2001,专业技术职务代码,190,,
GB/T 8561-2001,专业技术职务代码,191,高级记者,
GB/T 8561-2001,专业技术职务代码,192,主任记者,
GB/T 8561-2001,专业技术职务代码,193,记者,
GB/T 8561-2001,专业技术职务代码,194,助理记者,
GB/T 8561-2001,专业技术职务代码,200,,
GB/T 8561-2001,专业技术职务代码,201,高级编辑,
GB/T 8561-2001,专业技术职务代码,202,主任编辑,
GB/T 8561-2001,专业技术职务代码,203,编辑,
GB/T 8561-2001,专业技术职务代码,204,助理编辑,
GB/T 8561-2001,专业技术职务代码,220,,
GB/T 8561-2001,专业技术职务代码,221,播音指导,
GB/T 8561-2001,专业技术职务代码,222,主任播音员,
GB/T 8561-2001,专业技术职务代码,223,一级播音员,
GB/T 8561-2001,专业技术职务代码,224,二级播音员,
GB/T 8561-2001,专业技术职务代码,225,三级播音员,
GB/T 8561-2001,专业技术职务代码,230,,
GB/T 8561-2001,专业技术职务代码,231,主任医师,
GB/T 8561-2001,专业技术职务代码,232,副主任医师,
GB/T 8561-2001,专业技术职务代码,233,主治医师,
GB/T 8561-2001,专业技术职务代码,234,医师,
GB/T 8561-2001,专业技术职务代码,235,医士,
GB/T 8561-2001,专业技术职务代码,240,,
GB/T 8561-2001,专业技术职务代码,241,主任药师,
GB/T 8561-2001,专业技术职务代码,242,副主任药师,
GB/T 8561-2001,专业技术职务代码,243,主管药师,
GB/T 8561-2001,专业技术职务代码,244,药师,
GB/T 8561-2001,专业技术职务代码,245,药士,
GB/T 8561-2001,专业技术职务代码,250,,
GB/T 8561-2001,专业技术职务代码,251,主任护师,
GB/T 8561-2001,专业技术职务代码,252,副主任护师,
GB/T 8561-2001,专业技术职务代码,253,主管护师,
GB/T 8561-2001,专业技术职务代码,254,护师,
GB/T 8561-2001,专业技术职务代码,255,护士,
GB/T 8561-2001,专业技术职务代码,260,,
GB/T 8561-2001,专业技术职务代码,261,主任技师,
GB/T 8561-2001,专业技术职务代码,262,副主任技师,
GB/T 8561-2001,专业技术职务代码,263,主管技师,
GB/T 8561-2001,专业技术职务代码,264,技师,
GB/T 8561-2001,专业技术职务代码,265,技士,
GB/T 8561-2001,专业技术职务代码,270,,
GB/T 8561-2001,专业技术职务代码,272,高级工艺美术师,
GB/T 8561-2001,专业技术职务代码,273,工艺美术师,
GB/T 8561-2001,专业技术职务代码,274,助理工艺美术师,
GB/T 8561-2001,专业技术职务代码,275,工艺美术员,
GB/T 8561-2001,专业技术职务代码,280,,
GB/T 8561-2001,专业技术职务代码,281,一级演员,
GB/T 8561-2001,专业技术职务代码,282,二级演员,
GB/T 8561-2001,专业技术职务代码,283,三级演员,
GB/T 8561-2001,专业技术职务代码,284,四级演员,
GB/T 8561-2001,专业技术职务代码,290,,
GB/T 8561-2001,专业技术职务代码,291,一级演奏员,
GB/T 8561-2001,专业技术职务代码,292,二级演奏员,
GB/T 8561-2001,专业技术职务代码,293,三级演奏员,
GB/T 8561-2001,专业技术职务代码,294,四级演奏员,
GB/T 8561-2001,专业技术职务代码,300,,
GB/T 8561-2001,专业技术职务代码,301,一级编剧,
GB/T 8561-2001,专业技术职务代码,302,二级编剧,
GB/T 8561-2001,专业技术职务代码,303,三级编剧,
GB/T 8561-2001,专业技术职务代码,304,四级编剧,
GB/T 8561-2001,专业技术职务代码,310,,
GB/T 8561-2001,专业技术职务代码,311,一级导演,
GB/T 8561-2001,专业技术职务代码,312,二级导演,
GB/T 8561-2001,专业技术职务代码,313,三级导演,
GB/T 8561-2001,专业技术职务代码,314,四级导演,
GB/T 8561-2001,专业技术职务代码,320,,
GB/T 8561-2001,专业技术职务代码,321,一级指挥,
GB/T 8561-2001,专业技术职务代码,322,二级指挥,
GB/T 8561-2001,专业技术职务代码,323,三级指挥,
GB/T 8561-2001,专业技术职务代码,324,四级指挥,
GB/T 8561-2001,专业技术职务代码,330,,
GB/T 8561-2001,专业技术职务代码,331,一级作曲,
GB/T 8561-2001,专业技术职务代码,332,二级作曲,
GB/T 8561-2001,专业技术职务代码,333,三级作曲,
GB/T 8561-2001,专业技术职务代码,334,四级作曲,
GB/T 8561-2001,专业技术职务代码,340,,
GB/T 8561-2001,专业技术职务代码,341,一级美术师,
GB/T 8561-2001,专业技术职务代码,342,二级美术师,
GB/T 8561-2001,专业技术职务代码,343,三级美术师,
GB/T 8561-2001,专业技术职务代码,344,美术员,
GB/T 8561-2001,专业技术职务代码,350,,
GB/T 8561-2001,专业技术职务代码,351,一级舞美设计师,
GB/T 8561-2001,专业技术职务代码,352,二级舞美设计师,
GB/T 8561-2001,专业技术职务代码,353,三级舞美设计师,
GB/T 8561-2001,专业技术职务代码,354,舞美设计员,
GB/T 8561-2001,专业技术职务代码,360,,
GB/T 8561-2001,专业技术职务代码,362,主任舞台技师,
GB/T 8561-2001,专业技术职务代码,363,舞台技师,
GB/T 8561-2001,专业技术职务代码,364,舞台技术员,
GB/T 8561-2001,专业技术职务代码,370,,
GB/T 8561-2001,专业技术职务代码,371,国家级教练,
GB/T 8561-2001,专业技术职务代码,372,高级教练,
GB/T 8561-2001,专业技术职务代码,373,一级教练,
GB/T 8561-2001,专业技术职务代码,374,二级教练,
GB/T 8561-2001,专业技术职务代码,375,三级教练,
GB/T 8561-2001,专业技术职务代码,390,,
GB/T 8561-2001,专业技术职务代码,391,一级律师,
GB/T 8561-2001,专业技术职务代码,392,二级律师,
GB/T 8561-2001,专业技术职务代码,393,三级律师,
GB/T 8561-2001,专业技术职务代码,394,四级律师,
GB/T 8561-2001,专业技术职务代码,395,律师助理,
GB/T 8561-2001,专业技术职务代码,400,,
GB/T 8561-2001,专业技术职务代码,401,一级公证员,
GB/T 8561-2001,专业技术职务代码,402,二级公证员,
GB/T 8561-2001,专业技术职务代码,403,三级公证员,
GB/T 8561-2001,专业技术职务代码,404,四级公证员,
GB/T 8561-2001,专业技术职务代码,405,公证员助理,
GB/T 8561-2001,专业技术职务代码,410,,
GB/T 8561-2001,专业技术职务代码,413,高级教师(小学),
GB/T 8561-2001,专业技术职务代码,414,一级教师(小学),
GB/T 8561-2001,专业技术职务代码,415,二级教师(小学),
GB/T 8561-2001,专业技术职务代码,416,三级教师(小学),
GB/T 8561-2001,专业技术职务代码,420,,
GB/T 8561-2001,专业技术职务代码,422,高级船长,
GB/T 8561-2001,专业技术职务代码,423,船长（大副）,
GB/T 8561-2001,专业技术职务代码,424,二副,
GB/T 8561-2001,专业技术职务代码,425,三副,
GB/T 8561-2001,专业技术职务代码,430,,
GB/T 8561-2001,专业技术职务代码,432,高级轮机长,
GB/T 8561-2001,专业技术职务代码,433,轮机长(大管轮),
GB/T 8561-2001,专业技术职务代码,434,二管轮,
GB/T 8561-2001,专业技术职务代码,435,三管轮,
GB/T 8561-2001,专业技术职务代码,440,,
GB/T 8561-2001,专业技术职务代码,442,高级电机员,
GB/T 8561-2001,专业技术职务代码,443,通用电机员(一等电机员),
GB/T 8561-2001,专业技术职务代码,444,二等电机员,
GB/T 8561-2001,专业技术职务代码,450,,
GB/T 8561-2001,专业技术职务代码,452,高级报务员,
GB/T 8561-2001,专业技术职务代码,453,通用报务员,
GB/T 8561-2001,专业技术职务代码,454,二等报务员,
GB/T 8561-2001,专业技术职务代码,455,限用报务员,
GB/T 8561-2001,专业技术职务代码,460,,
GB/T 8561-2001,专业技术职务代码,462,一级飞行员,
GB/T 8561-2001,专业技术职务代码,463,二级飞行员,
GB/T 8561-2001,专业技术职务代码,464,三级飞行员,
GB/T 8561-2001,专业技术职务代码,465,四级飞行员,
GB/T 8561-2001,专业技术职务代码,470,,
GB/T 8561-2001,专业技术职务代码,472,一级领航员,
GB/T 8561-2001,专业技术职务代码,473,二级领航员,
GB/T 8561-2001,专业技术职务代码,474,三级领航员,
GB/T 8561-2001,专业技术职务代码,475,四级领航员,
GB/T 8561-2001,专业技术职务代码,480,,
GB/T 8561-2001,专业技术职务代码,482,一级飞行通信员,
GB/T 8561-2001,专业技术职务代码,483,二级飞行通信员,
GB/T 8561-2001,专业技术职务代码,484,三级飞行通信员,
GB/T 8561-2001,专业技术职务代码,485,四级飞行通信员,
GB/T 8561-2001,专业技术职务代码,490,,
GB/T 8561-2001,专业技术职务代码,492,一级飞行机械员,
GB/T 8561-2001,专业技术职务代码,493,二级飞行机械员,
GB/T 8561-2001,专业技术职务代码,494,三级飞行机械员,
GB/T 8561-2001,专业技术职务代码,495,四级飞行机械员,
GB/T 8561-2001,专业技术职务代码,500,,
GB/T 8561-2001,专业技术职务代码,502,高级引航员,
GB/T 8561-2001,专业技术职务代码,503,一、二级引航员,
GB/T 8561-2001,专业技术职务代码,504,三、四级引航员,
GB/T 8561-2001,专业技术职务代码,610,,
GB/T 8561-2001,专业技术职务代码,611,研究员(自然科学),
GB/T 8561-2001,专业技术职务代码,612,副研究员(自然科学),
GB/T 8561-2001,专业技术职务代码,613,助理研究员(自然科学),
GB/T 8561-2001,专业技术职务代码,614,研究实习员(自然科学),
GB/T 8561-2001,专业技术职务代码,620,,
GB/T 8561-2001,专业技术职务代码,621,研究员(社会科学),
GB/T 8561-2001,专业技术职务代码,622,副研究员(社会科学),
GB/T 8561-2001,专业技术职务代码,623,助理研究员(社会科学),
GB/T 8561-2001,专业技术职务代码,624,研究实习员(社会科学),
GB/T 8561-2001,专业技术职务代码,640,,
GB/T 8561-2001,专业技术职务代码,641,研究馆员（图书）,
GB/T 8561-2001,专业技术职务代码,642,副研究馆员（图书）,
GB/T 8561-2001,专业技术职务代码,643,馆员（图书）,
GB/T 8561-2001,专业技术职务代码,644,助理馆员（图书）,
GB/T 8561-2001,专业技术职务代码,645,管理员（图书）,
GB/T 8561-2001,专业技术职务代码,650,,
GB/T 8561-2001,专业技术职务代码,651,研究馆员（文博）,
GB/T 8561-2001,专业技术职务代码,652,副研究馆员（文博）,
GB/T 8561-2001,专业技术职务代码,653,馆员（文博）,
GB/T 8561-2001,专业技术职务代码,654,助理馆员（文博）,
GB/T 8561-2001,专业技术职务代码,655,管理员（文博）,
GB/T 8561-2001,专业技术职务代码,660,,
GB/T 8561-2001,专业技术职务代码,661,研究馆员（档案）,
GB/T 8561-2001,专业技术职务代码,662,副研究馆员（档案）,
GB/T 8561-2001,专业技术职务代码,663,馆员（档案）,
GB/T 8561-2001,专业技术职务代码,664,助理馆员（档案）,
GB/T 8561-2001,专业技术职务代码,665,管理员（档案）,
GB/T 8561-2001,专业技术职务代码,670,,
GB/T 8561-2001,专业技术职务代码,671,研究馆员（群众文化）,
GB/T 8561-2001,专业技术职务代码,672,副研究馆员（群众文化）,
GB/T 8561-2001,专业技术职务代码,673,馆员（群众文化）,
GB/T 8561-2001,专业技术职务代码,674,助理馆员（群众文化）,
GB/T 8561-2001,专业技术职务代码,675,管理员（群众文化）,
GB/T 8561-2001,专业技术职务代码,680,,
GB/T 8561-2001,专业技术职务代码,682,高级审计师,
GB/T 8561-2001,专业技术职务代码,683,审计师,
GB/T 8561-2001,专业技术职务代码,684,助理审计师,
GB/T 8561-2001,专业技术职务代码,685,审计员,
GB/T 8561-2001,专业技术职务代码,690,,
GB/T 8561-2001,专业技术职务代码,691,主任法医师,
GB/T 8561-2001,专业技术职务代码,692,副主任法医师,
GB/T 8561-2001,专业技术职务代码,693,主检法医师,
GB/T 8561-2001,专业技术职务代码,694,法医师,
GB/T 8561-2001,专业技术职务代码,695,法医士,
GB/T 8561-2001,专业技术职务代码,980,,
GB/T 8561-2001,专业技术职务代码,982,高级政工师,
GB/T 8561-2001,专业技术职务代码,983,政工师,
GB/T 8561-2001,专业技术职务代码,984,助理政工师,
GB/T 8561-2001,专业技术职务代码,985,政工员,
GB/T 12407-2008,职务级别代码,1,公务员职务级别,
GB/T 12407-2008,职务级别代码,101,国家级正职,
GB/T 12407-2008,职务级别代码,102,国家级副职,
GB/T 12407-2008,职务级别代码,111,省部级正职,
GB/T 12407-2008,职务级别代码,112,省部级副职,
GB/T 12407-2008,职务级别代码,121,厅局级正职,
GB/T 12407-2008,职务级别代码,122,厅局级副职,
GB/T 12407-2008,职务级别代码,131,县处级正职,
GB/T 12407-2008,职务级别代码,132,县处级副职,
GB/T 12407-2008,职务级别代码,141,乡科级正职,
GB/T 12407-2008,职务级别代码,142,乡科级副职,
GB/T 12407-2008,职务级别代码,150,科员级,
GB/T 12407-2008,职务级别代码,160,办事员级,
GB/T 12407-2008,职务级别代码,199,未定职公务员,
GB/T 12407-2008,职务级别代码,2,职员级别,
GB/T 12407-2008,职务级别代码,211,一级职员,
GB/T 12407-2008,职务级别代码,212,二级职员,
GB/T 12407-2008,职务级别代码,221,三级职员,
GB/T 12407-2008,职务级别代码,222,四级职员,
GB/T 12407-2008,职务级别代码,231,五级职员,
GB/T 12407-2008,职务级别代码,232,六级职员,
GB/T 12407-2008,职务级别代码,241,七级职员,
GB/T 12407-2008,职务级别代码,242,八级职员,
GB/T 12407-2008,职务级别代码,250,九级职员,
GB/T 12407-2008,职务级别代码,260,十级职员,
GB/T 12407-2008,职务级别代码,299,未定级职员,
GB/T 12407-2008,职务级别代码,4,专业技术职务级别,
GB/T 12407-2008,职务级别代码,410,高级,
GB/T 12407-2008,职务级别代码,411,正高级,
GB/T 12407-2008,职务级别代码,412,副高级,
GB/T 12407-2008,职务级别代码,420,中级,
GB/T 12407-2008,职务级别代码,430,初级,
GB/T 12407-2008,职务级别代码,434,助理级,
GB/T 12407-2008,职务级别代码,435,员级,
GB/T 12407-2008,职务级别代码,499,未定职级专业技术人员,
GB/T 2260-2007,行政区划代码,110000,北京市,
GB/T 2260-2007,行政区划代码,110101,东城区,
GB/T 2260-2007,行政区划代码,110102,西城区,
GB/T 2260-2007,行政区划代码,110105,朝阳区,
GB/T 2260-2007,行政区划代码,110106,丰台区,
GB/T 2260-2007,行政区划代码,110107,石景山区,
GB/T 2260-2007,行政区划代码,110108,海淀区,
GB/T 2260-2007,行政区划代码,110109,门头沟区,
GB/T 2260-2007,行政区划代码,110111,房山区,
GB/T 2260-2007,行政区划代码,110112,通州区,
GB/T 2260-2007,行政区划代码,110113,顺义区,
GB/T 2260-2007,行政区划代码,110114,昌平区,
GB/T 2260-2007,行政区划代码,110115,大兴区,
GB/T 2260-2007,行政区划代码,110116,怀柔区,
GB/T 2260-2007,行政区划代码,110117,平谷区,
GB/T 2260-2007,行政区划代码,110118,密云区,
GB/T 2260-2007,行政区划代码,110119,延庆区,
GB/T 2260-2007,行政区划代码,120000,天津市,
GB/T 2260-2007,行政区划代码,120101,和平区,
GB/T 2260-2007,行政区划代码,120102,河东区,
GB/T 2260-2007,行政区划代码,120103,河西区,
GB/T 2260-2007,行政区划代码,120104,南开区,
GB/T 2260-2007,行政区划代码,120105,河北区,
GB/T 2260-2007,行政区划代码,120106,红桥区,
GB/T 2260-2007,行政区划代码,120110,东丽区,
GB/T 2260-2007,行政区划代码,120111,西青区,
GB/T 2260-2007,行政区划代码,120112,津南区,
GB/T 2260-2007,行政区划代码,120113,北辰区,
GB/T 2260-2007,行政区划代码,120114,武清区,
GB/T 2260-2007,行政区划代码,120115,宝坻区,
GB/T 2260-2007,行政区划代码,120116,滨海新区,
GB/T 2260-2007,行政区划代码,120117,宁河区,
GB/T 2260-2007,行政区划代码,120118,静海区,
GB/T 2260-2007,行政区划代码,120119,蓟州区,
GB/T 2260-2007,行政区划代码,130000,河北省,
GB/T 2260-2007,行政区划代码,130100,石家庄市,
GB/T 2260-2007,行政区划代码,130102,长安区,
GB/T 2260-2007,行政区划代码,130104,桥西区,
GB/T 2260-2007,行政区划代码,130105,新华区,
GB/T 2260-2007,行政区划代码,130107,井陉矿区,
GB/T 2260-2007,行政区划代码,130108,裕华区,
GB/T 2260-2007,行政区划代码,130109,藁城区,
GB/T 2260-2007,行政区划代码,130110,鹿泉区,
GB/T 2260-2007,行政区划代码,130111,栾城区,
GB/T 2260-2007,行政区划代码,130121,井陉县,
GB/T 2260-2007,行政区划代码,130123,正定县,
GB/T 2260-2007,行政区划代码,130125,行唐县,
GB/T 2260-2007,行政区划代码,130126,灵寿县,
GB/T 2260-2007,行政区划代码,130127,高邑县,
GB/T 2260-2007,行政区划代码,130128,深泽县,
GB/T 2260-2007,行政区划代码,130129,赞皇县,
GB/T 2260-2007,行政区划代码,130130,无极县,
GB/T 2260-2007,行政区划代码,130131,平山县,
GB/T 2260-2007,行政区划代码,130132,元氏县,
GB/T 2260-2007,行政区划代码,130133,赵县,
GB/T 2260-2007,行政区划代码,130181,辛集市,
GB/T 2260-2007,行政区划代码,130183,晋州市,
GB/T 2260-2007,行政区划代码,130184,新乐市,
GB/T 2260-2007,行政区划代码,130200,唐山市,
GB/T 2260-2007,行政区划代码,130202,路南区,
GB/T 2260-2007,行政区划代码,130203,路北区,
GB/T 2260-2007,行政区划代码,130204,古冶区,
GB/T 2260-2007,行政区划代码,130205,开平区,
GB/T 2260-2007,行政区划代码,130207,丰南区,
GB/T 2260-2007,行政区划代码,130208,丰润区,
GB/T 2260-2007,行政区划代码,130209,曹妃甸区,
GB/T 2260-2007,行政区划代码,130224,滦南县,
GB/T 2260-2007,行政区划代码,130225,乐亭县,
GB/T 2260-2007,行政区划代码,130227,迁西县,
GB/T 2260-2007,行政区划代码,130229,玉田县,
GB/T 2260-2007,行政区划代码,130281,遵化市,
GB/T 2260-2007,行政区划代码,130283,迁安市,
GB/T 2260-2007,行政区划代码,130284,滦州市,
GB/T 2260-2007,行政区划代码,130300,秦皇岛市,
GB/T 2260-2007,行政区划代码,130302,海港区,
GB/T 2260-2007,行政区划代码,130303,山海关区,
GB/T 2260-2007,行政区划代码,130304,北戴河区,
GB/T 2260-2007,行政区划代码,130306,抚宁区,
GB/T 2260-2007,行政区划代码,130321,青龙满族自治县,
GB/T 2260-2007,行政区划代码,130322,昌黎县,
GB/T 2260-2007,行政区划代码,130324,卢龙县,
GB/T 2260-2007,行政区划代码,130400,邯郸市,
GB/T 2260-2007,行政区划代码,130402,邯山区,
GB/T 2260-2007,行政区划代码,130403,丛台区,
GB/T 2260-2007,行政区划代码,130404,复兴区,
GB/T 2260-2007,行政区划代码,130406,峰峰矿区,
GB/T 2260-2007,行政区划代码,130407,肥乡区,
GB/T 2260-2007,行政区划代码,130408,永年区,
GB/T 2260-2007,行政区划代码,130423,临漳县,
GB/T 2260-2007,行政区划代码,130424,成安县,
GB/T 2260-2007,行政区划代码,130425,大名县,
GB/T 2260-2007,行政区划代码,130426,涉县,
GB/T 2260-2007,行政区划代码,130427,磁县,
GB/T 2260-2007,行政区划代码,130430,邱县,
